coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain,snow
"{'lon': 32.06, 'lat': -28.77}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 296.36, 'pressure': 1010, 'humidity': 82, 'temp_min': 296.36, 'temp_max': 296.36, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 3.58, 'deg': 91}",{'all': 78},1572095356.0,"{'country': 'ZA', 'sunrise': 1572059052, 'sunset': 1572106025}",7200.0,962367.0,Richards Bay,200,,{'3h': 1},
,,,,,,,,,,,,404,city not found,,
"{'lon': -90.23, 'lat': 41.07}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 276.88, 'pressure': 1017, 'humidity': 80, 'temp_min': 274.15, 'temp_max': 279.15}",16093.0,"{'speed': 2.1, 'deg': 80}",{'all': 1},1572095356.0,"{'type': 1, 'id': 4924, 'country': 'US', 'sunrise': 1572092668, 'sunset': 1572131105}",-18000.0,4898722.0,Oneida,200,,,
"{'lon': 174.5, 'lat': -35.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 282.59, 'pressure': 1018, 'humidity': 89, 'temp_min': 282.59, 'temp_max': 282.59}",,"{'speed': 2.24, 'deg': 263, 'gust': 3.13}",{'all': 0},1572095356.0,"{'type': 3, 'id': 2012217, 'country': 'NZ', 'sunrise': 1572110698, 'sunset': 1572158801}",46800.0,2186111.0,Ngunguru,200,,,
"{'lon': 153.71, 'lat': 67.46}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 251.37, 'pressure': 1020, 'humidity': 89, 'temp_min': 251.37, 'temp_max': 251.37, 'sea_level': 1020, 'grnd_level': 1015}",,"{'speed': 1.43, 'deg': 57}",{'all': 0},1572095356.0,"{'country': 'RU', 'sunrise': 1572125292, 'sunset': 1572154186}",39600.0,2121025.0,Srednekolymsk,200,,,
"{'lon': -80.82, 'lat': -5.56}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 289.55, 'pressure': 1014, 'humidity': 89, 'temp_min': 289.55, 'temp_max': 289.55, 'sea_level': 1014, 'grnd_level': 1014}",,"{'speed': 4.01, 'deg': 154}",{'all': 35},1572095357.0,"{'country': 'PE', 'sunrise': 1572087528, 'sunset': 1572131728}",-18000.0,3691954.0,Sechura,200,,,
"{'lon': 71.97, 'lat': 30.59}","[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",stations,"{'temp': 302.15, 'pressure': 1012, 'humidity': 48, 'temp_min': 302.15, 'temp_max': 302.15}",1500.0,"{'speed': 1.15, 'deg': 24}",{'all': 0},1572095357.0,"{'type': 1, 'id': 7586, 'country': 'PK', 'sunrise': 1572052896, 'sunset': 1572093026}",18000.0,1166062.0,Sarai Sidhu,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -22.43, 'lat': 63.84}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 275.15, 'pressure': 1015, 'humidity': 64, 'temp_min': 275.15, 'temp_max': 275.15}",10000.0,"{'speed': 5.1, 'deg': 10}",{'all': 20},1572095357.0,"{'type': 1, 'id': 90, 'country': 'IS', 'sunrise': 1572079863, 'sunset': 1572111368}",0.0,3416888.0,Grindavik,200,,,
"{'lon': 2.26, 'lat': 9.2}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 302.07, 'pressure': 1011, 'humidity': 70, 'temp_min': 302.07, 'temp_max': 302.07, 'sea_level': 1011, 'grnd_level': 976}",,"{'speed': 2.92, 'deg': 137}",{'all': 74},1572095357.0,"{'country': 'BJ', 'sunrise': 1572068371, 'sunset': 1572111010}",3600.0,2395127.0,Beterou,200,,{'3h': 0.38},
"{'lon': -76.22, 'lat': 36.3}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 289.91, 'pressure': 1022, 'humidity': 93, 'temp_min': 287.59, 'temp_max': 292.15}",16093.0,"{'speed': 1.5, 'deg': 50}",{'all': 1},1572095357.0,"{'type': 1, 'id': 3924, 'country': 'US', 'sunrise': 1572088901, 'sunset': 1572128147}",-14400.0,4465088.0,Elizabeth City,200,,,
"{'lon': -112.04, 'lat': 46.59}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 271.2, 'pressure': 1018, 'humidity': 86, 'temp_min': 269.26, 'temp_max': 273.15}",16093.0,"{'speed': 4.1, 'deg': 260}",{'all': 90},1572095357.0,"{'type': 1, 'id': 4381, 'country': 'US', 'sunrise': 1572098454, 'sunset': 1572135786}",-21600.0,5656882.0,Helena,200,,,{}
"{'lon': 98.52, 'lat': 16.98}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 298.15, 'pressure': 1010, 'humidity': 77, 'temp_min': 298.15, 'temp_max': 298.15, 'sea_level': 1010, 'grnd_level': 967}",,"{'speed': 1.43, 'deg': 55}",{'all': 62},1572095357.0,"{'country': 'TH', 'sunrise': 1572045688, 'sunset': 1572087491}",25200.0,1152202.0,Mae Ramat,200,,,
"{'lon': 97.04, 'lat': 40.29}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 280.6, 'pressure': 1022, 'humidity': 20, 'temp_min': 280.6, 'temp_max': 280.6, 'sea_level': 1022, 'grnd_level': 861}",,"{'speed': 5.95, 'deg': 252}",{'all': 0},1572095358.0,"{'country': 'CN', 'sunrise': 1572047618, 'sunset': 1572086271}",28800.0,1528998.0,Yumen,200,,,
"{'lon': 22.98, 'lat': 42.29}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.16, 'pressure': 1023, 'humidity': 27, 'temp_min': 294.82, 'temp_max': 297.59}",10000.0,{'speed': 1},{'all': 0},1572095358.0,"{'type': 1, 'id': 6366, 'country': 'BG', 'sunrise': 1572065587, 'sunset': 1572103849}",10800.0,726872.0,Shatrovo,200,,,
"{'lon': 101.07, 'lat': 5.77}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 295.5, 'pressure': 1009, 'humidity': 95, 'temp_min': 295.5, 'temp_max': 295.5, 'sea_level': 1009, 'grnd_level': 960}",,"{'speed': 0.96, 'deg': 68}",{'all': 88},1572095358.0,"{'country': 'MY', 'sunrise': 1572044474, 'sunset': 1572087481}",25200.0,1611635.0,Betong,200,,{'3h': 1.06},
"{'lon': 173.16, 'lat': -35.17}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 283.15, 'pressure': 1018, 'humidity': 100, 'temp_min': 283.15, 'temp_max': 283.15}",,"{'speed': 3, 'deg': 209}",{'all': 0},1572095358.0,"{'type': 3, 'id': 2016422, 'country': 'NZ', 'sunrise': 1572111058, 'sunset': 1572159085}",46800.0,2194098.0,Ahipara,200,,,
"{'lon': -105.39, 'lat': 26.94}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 277.54, 'pressure': 1020, 'humidity': 60, 'temp_min': 277.54, 'temp_max': 277.54, 'sea_level': 1020, 'grnd_level': 835}",,"{'speed': 0.6, 'deg': 160}",{'all': 0},1572095358.0,"{'country': 'MX', 'sunrise': 1572095239, 'sunset': 1572135810}",-21600.0,3980627.0,Valle de Allende,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -74.8, 'lat': 39.64}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 285.22, 'pressure': 1024, 'humidity': 82, 'temp_min': 282.04, 'temp_max': 288.15}",16093.0,"{'speed': 1.5, 'deg': 10}",{'all': 1},1572095358.0,"{'type': 1, 'id': 4902, 'country': 'US', 'sunrise': 1572088836, 'sunset': 1572127531}",-14400.0,4502129.0,Hammonton,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 43.39, 'lat': 64.7}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 277.56, 'pressure': 984, 'humidity': 90, 'temp_min': 277.56, 'temp_max': 277.56, 'sea_level': 984, 'grnd_level': 979}",,"{'speed': 6.18, 'deg': 249}",{'all': 100},1572095359.0,"{'country': 'RU', 'sunrise': 1572064279, 'sunset': 1572095360}",10800.0,509483.0,Pinega,200,,{'3h': 0.44},
"{'lon': -57.61, 'lat': 47.61}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 279.54, 'pressure': 1016, 'humidity': 76, 'temp_min': 279.54, 'temp_max': 279.54, 'sea_level': 1016, 'grnd_level': 1016}",,"{'speed': 5.01, 'deg': 300}",{'all': 0},1572095359.0,"{'country': 'CA', 'sunrise': 1572085491, 'sunset': 1572122625}",-9000.0,5911440.0,Burgeo,200,,,
"{'lon': -6.55, 'lat': 41.42}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 293.23, 'pressure': 1019, 'humidity': 39, 'temp_min': 293.23, 'temp_max': 293.23, 'sea_level': 1019, 'grnd_level': 945}",,"{'speed': 3.23, 'deg': 203}",{'all': 31},1572095359.0,"{'country': 'PT', 'sunrise': 1572072600, 'sunset': 1572111009}",3600.0,2737599.0,Saldanha,200,,,
"{'lon': -149.15, 'lat': -17.73}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 297.09, 'pressure': 1010, 'humidity': 73, 'temp_min': 297.04, 'temp_max': 297.15}",10000.0,"{'speed': 1.5, 'deg': 180}",{'all': 20},1572095359.0,"{'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1572103237, 'sunset': 1572148815}",-36000.0,4033557.0,Tautira,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -38.6, 'lat': -3.71}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.11, 'pressure': 1014, 'humidity': 58, 'temp_min': 300.93, 'temp_max': 303.15}",10000.0,"{'speed': 8.2, 'deg': 110}",{'all': 75},1572095359.0,"{'type': 1, 'id': 8363, 'country': 'BR', 'sunrise': 1572077496, 'sunset': 1572121496}",-10800.0,6320062.0,Vila Velha,200,,,
"{'lon': -105.21, 'lat': 20.71}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.97, 'pressure': 1010, 'humidity': 94, 'temp_min': 296.15, 'temp_max': 297.59}",24140.0,"{'speed': 1.17, 'deg': 107}",{'all': 5},1572095359.0,"{'type': 1, 'id': 7156, 'country': 'MX', 'sunrise': 1572094811, 'sunset': 1572136152}",-18000.0,4004293.0,Ixtapa,200,,,
"{'lon': -2.31, 'lat': 6.45}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 300.9, 'pressure': 1011, 'humidity': 73, 'temp_min': 300.9, 'temp_max': 300.9, 'sea_level': 1011, 'grnd_level': 988}",,"{'speed': 1.49, 'deg': 213}",{'all': 96},1572095360.0,"{'country': 'GH', 'sunrise': 1572069322, 'sunset': 1572112252}",0.0,2303060.0,Bibiani,200,,,
"{'lon': 72.66, 'lat': 23.43}","[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}]",stations,"{'temp': 302.15, 'pressure': 1009, 'humidity': 42, 'temp_min': 302.15, 'temp_max': 302.15}",4000.0,"{'speed': 3.1, 'deg': 50}",{'all': 40},1572095360.0,"{'type': 1, 'id': 9049, 'country': 'IN', 'sunrise': 1572052270, 'sunset': 1572093320}",19800.0,1263623.0,Mansa,200,,,
"{'lon': 167.88, 'lat': -21.55}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 292.95, 'pressure': 1016, 'humidity': 80, 'temp_min': 292.95, 'temp_max': 292.95, 'sea_level': 1016, 'grnd_level': 1011}",,"{'speed': 4.93, 'deg': 110}",{'all': 39},1572095360.0,"{'country': 'NC', 'sunrise': 1572113310, 'sunset': 1572159367}",39600.0,2138285.0,Tadine,200,,,
"{'lon': 91.39, 'lat': 53.6}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 274.15, 'pressure': 1009, 'humidity': 86, 'temp_min': 274.15, 'temp_max': 274.15}",9000.0,"{'speed': 5, 'deg': 340}",{'all': 40},1572095360.0,"{'type': 1, 'id': 8942, 'country': 'RU', 'sunrise': 1572050454, 'sunset': 1572086147}",25200.0,1510377.0,Belyy Yar,200,,,
"{'lon': 147.26, 'lat': -43.03}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 281.24, 'pressure': 1002, 'humidity': 61, 'temp_min': 280.93, 'temp_max': 281.48}",10000.0,"{'speed': 3.6, 'deg': 300}",{'all': 75},1572095360.0,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1572116524, 'sunset': 1572166050}",39600.0,2158744.0,Margate,200,,{},
"{'lon': 110.28, 'lat': -7.95}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 296.5, 'pressure': 1011, 'humidity': 89, 'temp_min': 296.5, 'temp_max': 296.5, 'sea_level': 1011, 'grnd_level': 991}",,"{'speed': 2.47, 'deg': 146}",{'all': 91},1572095360.0,"{'country': 'ID', 'sunrise': 1572041545, 'sunset': 1572085990}",25200.0,1650434.0,Bambanglipuro,200,,,
,,,,,,,,,,,,404,city not found,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -15.83, 'lat': 11.28}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 301.07, 'pressure': 1013, 'humidity': 78, 'temp_min': 301.07, 'temp_max': 301.07, 'sea_level': 1013, 'grnd_level': 1013}",,"{'speed': 4.4, 'deg': 2}",{'all': 98},1572095361.0,"{'country': 'GW', 'sunrise': 1572072824, 'sunset': 1572115239}",0.0,2374583.0,Bubaque,200,,,
"{'lon': -48.78, 'lat': -27.69}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 292.38, 'pressure': 1019, 'humidity': 83, 'temp_min': 288.15, 'temp_max': 294.82}",10000.0,"{'speed': 2.6, 'deg': 200}",{'all': 75},1572095361.0,"{'type': 1, 'id': 8360, 'country': 'BR', 'sunrise': 1572078518, 'sunset': 1572125360}",-10800.0,3449711.0,Santo Amaro da Imperatriz,200,,,
"{'lon': -72.07, 'lat': -45.58}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",stations,"{'temp': 281.58, 'pressure': 1001, 'humidity': 81, 'temp_min': 281.15, 'temp_max': 282.15}",10000.0,"{'speed': 1.5, 'deg': 240}",{'all': 75},1572095361.0,"{'type': 1, 'id': 8491, 'country': 'CL', 'sunrise': 1572082514, 'sunset': 1572132542}",-10800.0,3894426.0,Coihaique,200,,,
"{'lon': -87.06, 'lat': 45.75}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 274.88, 'pressure': 1019, 'humidity': 69, 'temp_min': 269.82, 'temp_max': 280.37}",16093.0,"{'speed': 3.1, 'deg': 200}",{'all': 40},1572095128.0,"{'type': 1, 'id': 2842, 'country': 'US', 'sunrise': 1572092363, 'sunset': 1572129888}",-14400.0,4992232.0,Escanaba,200,,,
"{'lon': 10.79, 'lat': 45.16}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295.09, 'pressure': 1022, 'humidity': 53, 'temp_min': 293.15, 'temp_max': 297.59}",10000.0,"{'speed': 3.1, 'deg': 250}",{'all': 0},1572095361.0,"{'type': 1, 'id': 6776, 'country': 'IT', 'sunrise': 1572068795, 'sunset': 1572106491}",7200.0,3174050.0,Mantua,200,,{},
"{'lon': -46, 'lat': -20.63}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 298.78, 'pressure': 1016, 'humidity': 62, 'temp_min': 298.78, 'temp_max': 298.78, 'sea_level': 1016, 'grnd_level': 920}",,"{'speed': 2.09, 'deg': 16}",{'all': 0},1572095361.0,"{'country': 'BR', 'sunrise': 1572078315, 'sunset': 1572124229}",-10800.0,3453439.0,Ponta do Sol,200,,,
"{'lon': -100.51, 'lat': 27.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 281.98, 'pressure': 1018, 'humidity': 29, 'temp_min': 281.98, 'temp_max': 281.98, 'sea_level': 1018, 'grnd_level': 971}",,"{'speed': 1.4, 'deg': 278}",{'all': 0},1572095361.0,"{'country': 'MX', 'sunrise': 1572094073, 'sunset': 1572134634}",-18000.0,4001240.0,Lampazos de Naranjo,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -16.33, 'lat': 33.08}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 295.79, 'pressure': 1017, 'humidity': 73, 'temp_min': 294.26, 'temp_max': 297.15}",10000.0,"{'speed': 8.7, 'deg': 180}",{'all': 20},1572095362.0,"{'type': 1, 'id': 6902, 'country': 'PT', 'sunrise': 1572074275, 'sunset': 1572114028}",3600.0,2270385.0,Camacha,200,,,
"{'lon': 62.32, 'lat': 57.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 280.29, 'pressure': 1008, 'humidity': 80, 'temp_min': 280.29, 'temp_max': 280.29, 'sea_level': 1008, 'grnd_level': 995}",,"{'speed': 5.2, 'deg': 233}",{'all': 99},1572095362.0,"{'country': 'RU', 'sunrise': 1572058049, 'sunset': 1572092504}",18000.0,1502100.0,Krasnogvardeyskiy,200,,,
"{'lon': 124.16, 'lat': 24.34}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 297.37, 'pressure': 1018, 'humidity': 70, 'temp_min': 297.37, 'temp_max': 297.37, 'sea_level': 1018, 'grnd_level': 1018}",,"{'speed': 7.38, 'deg': 33}",{'all': 9},1572095362.0,"{'country': 'JP', 'sunrise': 1572039961, 'sunset': 1572080911}",32400.0,1861416.0,Ishigaki,200,,,
"{'lon': 20.04, 'lat': -34.53}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 294.15, 'pressure': 1013, 'humidity': 46, 'temp_min': 294.15, 'temp_max': 294.15}",,"{'speed': 2.6, 'deg': 220}",{'all': 77},1572095362.0,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1572061498, 'sunset': 1572109349}",7200.0,1015776.0,Bredasdorp,200,,,
"{'lon': -73.8, 'lat': 5.05}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 286.15, 'pressure': 1028, 'humidity': 76, 'temp_min': 286.15, 'temp_max': 286.15}",10000.0,"{'speed': 4.1, 'deg': 60}",{'all': 20},1572095362.0,"{'type': 1, 'id': 8582, 'country': 'CO', 'sunrise': 1572086406, 'sunset': 1572129481}",-18000.0,3668138.0,Sesquile,200,,,
"{'lon': -84.06, 'lat': 10.02}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 291.42, 'pressure': 1017, 'humidity': 100, 'temp_min': 290.93, 'temp_max': 292.15}",2000.0,{'speed': 1},{'all': 90},1572095362.0,"{'type': 1, 'id': 7217, 'country': 'CR', 'sunrise': 1572089134, 'sunset': 1572131678}",-21600.0,3621849.0,San Isidro,200,,{},
"{'lon': -37.86, 'lat': -10.68}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 302.76, 'pressure': 1017, 'humidity': 45, 'temp_min': 302.76, 'temp_max': 302.76, 'sea_level': 1017, 'grnd_level': 986}",,"{'speed': 4.95, 'deg': 97}",{'all': 66},1572095363.0,"{'country': 'BR', 'sunrise': 1572076941, 'sunset': 1572121695}",-10800.0,3454968.0,Paripiranga,200,,,
"{'lon': -16.54, 'lat': 14.69}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 306.78, 'pressure': 1014, 'humidity': 62, 'temp_min': 305.15, 'temp_max': 308.15}",10000.0,"{'speed': 6.2, 'deg': 350}",{'all': 20},1572095363.0,"{'type': 1, 'id': 2410, 'country': 'SN', 'sunrise': 1572073181, 'sunset': 1572115223}",0.0,2249901.0,Gat,200,,,
"{'lon': -76.2, 'lat': -13.71}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 292.51, 'pressure': 1014, 'humidity': 30, 'temp_min': 289.82, 'temp_max': 295.15}",6000.0,"{'speed': 3.1, 'deg': 210}",{'all': 90},1572095363.0,"{'type': 1, 'id': 8691, 'country': 'PE', 'sunrise': 1572085970, 'sunset': 1572131068}",-18000.0,3932145.0,Pisco,200,,,
"{'lon': -57.72, 'lat': -19}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.15, 'pressure': 1011, 'humidity': 58, 'temp_min': 304.15, 'temp_max': 304.15}",10000.0,"{'speed': 2.1, 'deg': 310}",{'all': 49},1572095363.0,"{'type': 1, 'id': 8335, 'country': 'BO', 'sunrise': 1572081226, 'sunset': 1572126943}",-14400.0,3465342.0,Puerto Quijarro,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 172.73, 'lat': -43.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288, 'pressure': 1004, 'humidity': 42, 'temp_min': 284.82, 'temp_max': 291.15}",10000.0,"{'speed': 7.2, 'deg': 320}",{'all': 0},1572095363.0,"{'type': 1, 'id': 7348, 'country': 'NZ', 'sunrise': 1572110404, 'sunset': 1572159944}",46800.0,2193968.0,Amberley,200,,,
"{'lon': -64.29, 'lat': -36.62}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 293.23, 'pressure': 1005, 'humidity': 61, 'temp_min': 293.23, 'temp_max': 293.23, 'sea_level': 1005, 'grnd_level': 981}",,"{'speed': 5.09, 'deg': 344}",{'all': 100},1572095291.0,"{'country': 'AR', 'sunrise': 1572081546, 'sunset': 1572129777}",-10800.0,3835994.0,Santa Rosa,200,,{'3h': 0.88},
"{'lon': -57.08, 'lat': -29.77}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295.15, 'pressure': 1013, 'humidity': 56, 'temp_min': 295.15, 'temp_max': 295.15}",10000.0,"{'speed': 7.7, 'deg': 90}",{'all': 0},1572095363.0,"{'type': 1, 'id': 8262, 'country': 'BR', 'sunrise': 1572080360, 'sunset': 1572127501}",-10800.0,3445679.0,Uruguaiana,200,,,
"{'lon': -90.4, 'lat': 20.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 300.49, 'pressure': 1010, 'humidity': 80, 'temp_min': 300.49, 'temp_max': 300.49, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 4.14, 'deg': 302}",{'all': 100},1572095364.0,"{'country': 'MX', 'sunrise': 1572091265, 'sunset': 1572132589}",-18000.0,3531368.0,Celestun,200,,,
"{'lon': -35.15, 'lat': -8.9}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 299.61, 'pressure': 1016, 'humidity': 78, 'temp_min': 299.61, 'temp_max': 299.61, 'sea_level': 1016, 'grnd_level': 1016}",,"{'speed': 6.56, 'deg': 116}",{'all': 82},1572095364.0,"{'country': 'BR', 'sunrise': 1572076389, 'sunset': 1572120947}",-10800.0,3388456.0,Sao Jose da Coroa Grande,200,,{'3h': 0.19},
"{'lon': 120.52, 'lat': 17.54}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 297.22, 'pressure': 1013, 'humidity': 83, 'temp_min': 297.22, 'temp_max': 297.22, 'sea_level': 1013, 'grnd_level': 997}",,"{'speed': 2.09, 'deg': 85}",{'all': 12},1572095364.0,"{'country': 'PH', 'sunrise': 1572040438, 'sunset': 1572082181}",28800.0,1688687.0,San Quintin,200,,,
"{'lon': 46.72, 'lat': 24.63}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 309.15, 'pressure': 1011, 'humidity': 18, 'temp_min': 309.15, 'temp_max': 309.15}",10000.0,"{'speed': 1.5, 'deg': 230}",{'all': 0},1572095226.0,"{'type': 1, 'id': 7424, 'country': 'SA', 'sunrise': 1572058572, 'sunset': 1572099469}",10800.0,108410.0,Riyadh,200,,,
